Route,Route Type,numero_vuelo,NB/WB,Flt Desg,Eff Date,Dis Date,Freq,Fleet,Equip,Service Type,Dept Arp,Dept Time,Arvl Arp,Arrv Time,Saleable config.,demora,TA,BU,owner,Provider Catering,Centralized Cat,Icebridge,Cycle_BC/PE,Cycle_YC,Cycle_Crew,bc_serv_1,bc_serv_2,bc_serv_3,pe_serv_1,pe_serv_2,yc_serv_1,yc_serv_2,yc_serv_3,yc_serv_4,crew_serv_1,crew_serv_2,crew_serv_3,crew_serv_4,"Provider
APV","Type
APV",Centralized APV,"Service
Bar",type_pdto,Cod_letter_triptico,PRINT,BOARDING,ttl_wkly_freq,mon,tue,wed,thu,fri,sat,sun,30-sept-24,31-oct-24,30-nov-24,31-dic-24,31-ene-25,Docs prov.,1,2,3,4,5,Config. Supply Planning,Dept Arp type,Provider Catering type,BC_PE rule group,BC_PE rule,YC rule group,YC rule,TC rule group,TC rule
LIMATL,,LA2483,WB,LA2482,11/3/2024,1/31/2025,1234567,767,76N,J,LIM,12:10:00 p. m.,ATL,7:30:00 p. m.,J20Y213,7:20:00,2:40:00 a. m.,LH,LP,LIM,No,No,CV,CV,CV,HL00,SSE0,0,0,0,FHS0,SPM2,0,0,HLBC,BF00,SS00,BF00,LIM,LH,No,LH,CM,LIM-HL00-SSE0-0-CV-CM,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,HUB,HUB,BCM05,BCM05-4,YWM06G,YWM06G-6,TCLPM03,TCLPM03-3
MIABOG,Leisure,LA4069,NB,LA4401,11/3/2024,1/31/2025,1234567,320,328,J,MIA,12:26:00 p. m.,BOG,4:14:00 p. m.,W16Y156,3:48:00,12:00:00 a. m.,LH,4C,MIA,No,No,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,BF00,0,0,MIA,REPO,No,PEL,TRIP PEL,MIA-HLL0-0-CV-TRIP PEL,SCL,MIA,7,X,X,X,X,X,X,X,0,0,28,31,31,BOG,0,0,0,0,0,W12Y162,Caterer,Caterer,PCM03,PCM03-3,YNM04,YNM04-3,TC4CM01,TC4CM01-3
GRUMCO,,LA8127,WB,LA8126,11/3/2024,1/28/2025,12....7,789,789,J,GRU,12:50:00 p. m.,MCO,7:50:00 p. m.,J30Y268,9:00:00,2:30:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HL00,SSE0,0,0,0,FHL0,FHS0,0,0,HLBC,SS00,HLDE,0,GRU,LH,No,LH,CM,GRU-HL00-SSE0-0-CV-CM,GRU,GRU,3,X,X,,,,,X,0,0,12,15,12,GRU,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-4,YWM06,YWM06-6,TCJJM03,TCJJM03-6
JFKLIM,,LA2478,WB,LA2691,11/3/2024,1/31/2025,..3.5.7,767,76N,J,JFK,12:55:00 p. m.,LIM,9:00:00 p. m.,J19Y211,8:05:00,3:50:00 a. m.,LH,LP,JFK,No,No,CV,CV + CD,CV,HL00,SSE0,0,0,0,FHS0,FHS0,0,0,HLBC,BF00,SS00,BF00,JFK,REPO,No,LH,CM,JFK-HL00-SSE0-0-CV-CM,LIM,LIM,3,,,X,,X,,X,0,0,12,13,14,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM05,BCM05-4,YWM06C,YWM06C-6,TCLPM03,TCLPM03-3
CUNSCL,,LA0572,WB,LA0583,11/3/2024,11/24/2024,......7,788,788,J,CUN,1:05:00 p. m.,SCL,10:55:00 p. m.,J30Y213,7:50:00,1:35:00 a. m.,LH,LA,CUN,No,No,CV,CV + CD,CV,HL00,SSE0,0,0,0,FHS0,FHS0,0,0,HLBC,SS00,HLDE,BF00,CUN,REPO,No,LH,CM,CUN-HL00-SSE0-0-CV-CM,SCL,MIA,1,,,,,,,X,0,0,4,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM05,BCM05-4,YWM06D,YWM06D-6,TCLAM02B,TCLAM02B-5
LIMMIA,,LA2699,WB,LA2694,11/3/2024,1/31/2025,1234567,767,76N,J,LIM,1:30:00 p. m.,MIA,7:30:00 p. m.,J20Y213,6:00:00,5:10:00 a. m.,LH,LP,LIM,No,No,CV,CV,CV,HL20,SPM0,0,0,0,FHS0,0,0,0,HLD2,BF00,SS00,BF00,LIM,LH,No,SH,TRIP BC,LIM-HL20-0-0-CV-TRIP BC,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,HUB,HUB,BCM04,BCM04-4,YWM05C,YWM05C-3,TCLPM03,TCLPM03-3
LAXSCL,,LA0638,WB,LA0603,11/3/2024,11/8/2024,1.3.5.7,788,788,J,LAX,2:40:00 p. m.,SCL,6:40:00 a. m.,J30Y213,11:00:00,1:40:00 a. m.,LH,LA,LAX,No,No,CV,CV,CV,HL00,SNK4,HB00,0,0,FHL0,SNK4,FHB0,0,HLBC,SS00,HB00,BF00,LAX,REPO,No,LH,CM,LAX-HL00-0-HB00-CV-CM,SCL,SCL,4,X,,X,,X,,X,0,0,4,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM06,BCM06-5,YWM07,YWM07-5,TCLAM03,TCLAM03-4
MIAUIO,Leisure,LA1439,NB,LA1453,11/3/2024,1/31/2025,1234567,320,328,J,MIA,2:45:00 p. m.,UIO,7:02:00 p. m.,W12Y162,4:17:00,1:03:00 a. m.,LH,XL,MIA,No,No,CV,CV,CV,0,0,0,HLL0,0,HLDE,0,0,0,HLDL,BF00,0,0,MIA,REPO,No,PEL,TRIP PEL,MIA-HLL0-0-CV-TRIP PEL,SCL,MIA,7,X,X,X,X,X,X,X,0,0,28,31,31,UIO,0,0,0,0,0,W12Y162,Caterer,Caterer,PCM03,PCM03-3,YNM04,YNM04-3,TCXLM01B,TCXLM01B-3
SCLLIM,Corporate,LA0521,NB,LA0520,11/3/2024,12/1/2024,.2....7,320,328,J,SCL,2:55:00 p. m.,LIM,4:45:00 p. m.,W16Y156,3:50:00,1:00:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,0,0,0,HLL0,0,HLD2,0,0,0,HLDL,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,SCL-HLL0-0-CV-TRIP PEC,SCL,SCL,2,,X,,,,,X,0,0,8,1,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-3,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
SCLCOR,Leisure,LA0487,NB,LA0486,11/3/2024,1/5/2025,......7,320,328,J,SCL,4:02:00 p. m.,COR,5:34:00 p. m.,W8Y168,1:32:00,12:55:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SWPM,0,SNK1,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,,,,,,X,0,0,4,5,1,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM02B,PCM02B-1,YNM02B,YNM02B-1,TCLAM01,TCLAM01-3
MIALIM,,LA2468,WB,LA2481,11/3/2024,1/31/2025,123567,767,76N,J,MIA,4:05:00 p. m.,LIM,9:50:00 p. m.,J20Y213,5:45:00,2:15:00 a. m.,LH,LP,MIA,No,No,CV,CV,CV,HL20,SPM0,0,0,0,FHS0,0,0,0,HLD2,SS00,BF00,SS00,MIA,REPO,No,SH,TRIP BC,MIA-HL20-0-0-CV-TRIP BC,SCL,MIA,6,X,X,X,,X,X,X,0,0,24,27,26,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM04,BCM04-4,YWM05C,YWM05C-3,TCLPM03,TCLPM03-6
MCOBOG,Leisure,LA4903,NB,LA4407,11/3/2024,1/31/2025,1234567,320,328,J,MCO,4:10:00 p. m.,BOG,8:10:00 p. m.,W12Y162,4:00:00,1:10:00 a. m.,LH,4C,MCO,No,No,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,BF00,0,0,MCO,REPO,No,PEL,TRIP PEL,MCO-SSPY-0-CV-TRIP PEL,LIM,BOG,7,X,X,X,X,X,X,X,0,0,28,31,31,BOG,0,0,0,0,0,W12Y162,Caterer,Caterer,PCM03,PCM03-4,YNM04,YNM04-3,TC4CM01,TC4CM01-3
HAVLIM,Leisure,LA2209,NB,LA2411,11/3/2024,11/9/2024,.2.4567,320,328,J,HAV,4:15:00 p. m.,LIM,9:35:00 p. m.,W8Y168,5:20:00,12:00:00 a. m.,LH,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,SS00,BF00,0,LIM,LH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,5,,X,,X,X,X,X,0,0,5,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-4,YNM04,YNM04-3,TCLPM02,TCLPM02-6
MIABOG,Leisure,LA4036,NB,LA4403,11/3/2024,1/31/2025,1234567,320,328,J,MIA,4:32:00 p. m.,BOG,8:20:00 p. m.,W16Y156,3:48:00,12:00:00 a. m.,LH,4C,MIA,No,No,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,BF00,0,0,MIA,REPO,No,PEL,TRIP PEL,MIA-SSPY-0-CV-TRIP PEL,SCL,MIA,7,X,X,X,X,X,X,X,0,0,28,31,31,BOG,0,0,0,0,0,W12Y162,Caterer,Caterer,PCM03,PCM03-4,YNM04,YNM04-3,TC4CM01,TC4CM01-3
CUNMIA,,LA0501,WB,LA0582,11/3/2024,11/24/2024,......7,788,788,J,CUN,4:40:00 p. m.,MIA,6:30:00 p. m.,J30Y213,1:50:00,2:15:00 a. m.,LH,LA,CUN,No,No,CV,CV,CV,SPM0,0,0,0,0,SNK4,0,0,0,HLDE,BF00,0,0,CUN,LH,No,0,0,0,0,0,1,,,,,,,X,0,0,4,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM02B,BCM02B-3,YWM02B,YWM02B-3,TCLAM01,TCLAM01-3
JFKGRU,,LA4776,WB,LA8181,11/3/2024,1/31/2025,1234567,789,78N,J,JFK,5:30:00 p. m.,GRU,5:00:00 a. m.,J30Y268,9:30:00,12:00:00 a. m.,LH,JJ,JFK,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB1,0,0,HLBC,HLDE,HB00,0,JFK,REPO,No,LH,CM,JFK-HD00-HB00-0-CV-CM,GRU,GRU,7,X,X,X,X,X,X,X,0,0,28,31,31,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J30Y274,Caterer,Caterer,BCM05,BCM05-5,YWM06B,YWM06B-7,TCJJM03,TCJJM03-7
LIMSCL,Corporate,LA0124,NB,LA0521,11/3/2024,12/1/2024,.2....7,320,328,J,LIM,5:45:00 p. m.,SCL,11:20:00 p. m.,W16Y156,3:35:00,12:00:00 a. m.,REG,LA,LIM,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,HLDE,BF00,0,0,SCL,SH,Yes,PEC,TRIP PEC,LIM-SSPY-0-CV-TRIP PEC,SCL,SCL,2,,X,,,,,X,0,0,8,1,0,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-4,YNM04B,YNM04B-3,TCLAM01,TCLAM01-3
SCLMDZ,Leisure,LA0437,NB,LA0436,11/3/2024,1/26/2025,......7,320,328,J,SCL,6:27:00 p. m.,MDZ,7:30:00 p. m.,W12Y162,1:03:00,12:40:00 a. m.,REG,LA,SCL,Yes,Yes,CV,CV,CV,0,0,0,SNK2,0,DP00,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,,,,,,X,0,0,4,5,4,SCL,0,0,0,0,0,W12Y162,HUB,HUB,PCM01,PCM01-1,YNM01,YNM01-1,TCLAM01,TCLAM01-3
CORSCL,Leisure,LA2414,NB,LA0487,11/3/2024,1/5/2025,......7,320,328,J,COR,6:29:00 p. m.,SCL,8:00:00 p. m.,W8Y168,1:31:00,12:55:00 a. m.,REG,LA,SCL,Yes,Yes,CD,CV,CD,0,0,0,SWPM,0,SNK1,0,0,0,HLDE,BF00,0,0,SCL,LR,Yes,0,0,0,0,0,1,,,,,,,X,0,0,4,5,1,SCL,0,0,0,0,0,W12Y162,Station,HUB,PCM02B,PCM02B-1,YNM02B,YNM02B-1,TCLAM01,TCLAM01-3
JFKSCL,,LA0626,WB,LA0533,11/3/2024,11/30/2024,.....67,789,789,J,JFK,6:30:00 p. m.,SCL,7:00:00 a. m.,J30Y270,10:30:00,12:15:00 a. m.,LH,LA,JFK,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,BF00,JFK,REPO,No,LH,CM,JFK-HD00-HB00-0-CV-CM,SCL,SCL,2,,,,,,X,X,0,0,8,0,0,SCL,0,0,0,0,0,J30Y274,Caterer,Caterer,BCM06,BCM06-7,YWM07,YWM07-7,TCLAM03,TCLAM03-4
MIASCL,,LA0626,WB,LA0503,11/3/2024,12/1/2024,.....67,789,789,J,MIA,7:20:00 p. m.,SCL,5:35:00 a. m.,J30Y270,8:15:00,1:40:00 a. m.,LH,LA,MIA,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,HB00,BF00,0,MIA,REPO,No,LH,CM,MIA-HD00-HB00-0-CV-CM,SCL,MIA,2,,,,,,X,X,0,0,8,1,0,SCL,0,0,0,0,0,J30Y274,Caterer,Caterer,BCM05,BCM05-5,YWM06,YWM06-7,TCLAM02,TCLAM02-4
MIAGRU,,LA8146,WB,LA8191,11/3/2024,1/31/2025,1234567,777,77R,J,MIA,7:20:00 p. m.,GRU,5:40:00 a. m.,J38Y372,8:20:00,11:50:00 a. m.,LH,JJ,MIA,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB1,0,0,HLBC,HLDE,HB00,0,MIA,REPO,No,LH,CM,MIA-HD00-HB00-0-CV-CM,SCL,MIA,7,X,X,X,X,X,X,X,0,0,28,31,31,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J38Y372,Caterer,Caterer,BCM05,BCM05-5,YWM06B,YWM06B-7,TCJJM03,TCJJM03-7
LAXLIM,,LA2482,WB,LA2477,11/3/2024,1/31/2025,..3.567,767,76N,J,LAX,8:35:00 p. m.,LIM,8:10:00 a. m.,J19Y211,8:35:00,4:00:00 a. m.,LH,LP,LAX,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHS0,FHB1,0,0,HLBC,SS00,HB00,BF00,LAX,REPO,No,LH,CM,LAX-HD00-HB00-0-CV-CM,LIM,LIM,4,,,X,,X,X,X,0,0,16,17,18,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM05,BCM05-5,YWM06C,YWM06C-7,TCLPM03,TCLPM03-5
MIASCL,,LA0710,WB,LA0501,11/3/2024,11/30/2024,1.3..67,788,788,J,MIA,8:45:00 p. m.,SCL,7:00:00 a. m.,J30Y213,8:15:00,9:00:00 a. m.,LH,LA,MIA,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,HB00,BF00,0,MIA,REPO,No,LH,CM,MIA-HD00-HB00-0-CV-CM,SCL,MIA,4,X,,X,,,X,X,0,0,16,0,0,SCL,0,0,0,0,0,J30Y220,Caterer,Caterer,BCM05,BCM05-5,YWM06,YWM06-7,TCLAM02,TCLAM02-4
GRUEZE,Corporate,LA8137,NB,LA8136,11/3/2024,11/3/2024,......7,320,32S,J,GRU,9:45:00 p. m.,EZE,12:50:00 a. m.,W12Y162,3:05:00,6:30:00 a. m.,REG,JJ,GRU,Yes,Yes,CV,CV,CV,0,0,0,CDL0,0,SPM2,0,0,0,HLDE,0,0,0,GRU,LR,Yes,0,0,0,0,0,1,,,,,,,X,0,0,1,0,0,GRU,0,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-5,YNM02,YNM02-3,TCJJM01,TCJJM01-6
ATLLIM,,LA2468,WB,LA2483,11/3/2024,1/31/2025,1234567,767,76N,J,ATL,10:10:00 p. m.,LIM,5:00:00 a. m.,J20Y213,6:50:00,7:05:00 p. m.,LH,LP,ATL,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHS0,SAM2,0,0,HLBC,SS00,HB00,BF00,ATL,REPO,No,LH,CM,ATL-HD00-HB00-0-CV-CM,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM05,BCM05-5,YWM06G,YWM06G-7,TCLPM03,TCLPM03-5
MCOGRU,,LA0627,WB,LA8127,11/3/2024,1/30/2025,12.4..7,789,789,J,MCO,10:20:00 p. m.,GRU,8:55:00 a. m.,J30Y266,8:35:00,2:00:00 a. m.,LH,JJ,MCO,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,0,MCO,REPO,No,LH,CM,MCO-HD00-HB00-0-CV-CM,GRU,GRU,4,X,X,,X,,,X,0,0,16,19,17,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,J30Y274,Caterer,Caterer,BCM05,BCM05-5,YWM06,YWM06-7,TCJJM03,TCJJM03-9
GRUBOS,,LA8165,WB,LA8164,11/3/2024,1/30/2025,..34..7,789,78N,J,GRU,10:45:00 p. m.,BOS,6:40:00 a. m.,J30Y268,9:55:00,2:20:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,0,GRU,LH,No,LH,CM,GRU-HD00-HB00-0-CV-CM,GRU,GRU,3,,,X,X,,,X,0,0,12,13,14,GRU,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-5,YWM06,YWM06-7,TCJJM03,TCJJM03-9
JFKLIM,,LA2694,WB,LA2469,11/3/2024,1/31/2025,1234567,767,76N,J,JFK,10:50:00 p. m.,LIM,6:55:00 a. m.,J19Y211,8:05:00,6:35:00 a. m.,LH,LP,JFK,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHS0,FHB1,0,0,HLBC,SS00,HB00,BF00,JFK,REPO,No,LH,CM,JFK-HD00-HB00-0-CV-CM,LIM,LIM,7,X,X,X,X,X,X,X,0,0,28,31,31,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM05,BCM05-5,YWM06C,YWM06C-7,TCLPM03,TCLPM03-5
SCLJFK,,LA0533,WB,LA0532,11/3/2024,11/24/2024,1234..7,788,788,J,SCL,10:55:00 p. m.,JFK,7:35:00 a. m.,J30Y213,10:40:00,10:55:00 a. m.,LH,LA,SCL,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB0,0,0,HLBC,SS00,HB00,BF00,SCL,LH,No,LH,CM,SCL-HD00-HB00-0-CV-CM,SCL,SCL,5,X,X,X,X,,,X,0,0,16,0,0,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM06,BCM06-7,YWM07,YWM07-7,TCLAM03,TCLAM03-4
GRUMIA,,LA8195,WB,LA8190,11/3/2024,11/10/2024,12..5.7,789,78N,J,GRU,11:10:00 p. m.,MIA,5:35:00 a. m.,J30Y266,8:25:00,4:05:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HD00,HB00,0,0,0,FHD0,FHB1,0,0,HLBC,SS00,HB00,0,GRU,LH,No,LH,CM,GRU-HD00-HB00-0-CV-CM,GRU,GRU,4,X,X,,,X,,X,0,0,5,0,0,GRU,0,0,0,0,0,J30Y274,HUB,HUB,BCM05,BCM05-5,YWM06B,YWM06B-7,TCJJM03,TCJJM03-9
GRULAX,,LA8087,WB,LA8086,11/3/2024,1/31/2025,1..45.7,789,78N,J,GRU,11:15:00 p. m.,LAX,6:35:00 a. m.,J30Y270,12:20:00,6:15:00 a. m.,LH,JJ,GRU,No,No,CV,CV,CV,HD00,HB00,SNK4*,0,0,FHD0,FHB0,SNK4*,0,HLBC,SS00,HLDE,HB00,GRU,LH,No,LH,CM,GRU-HD00-HB00-0-CV-CM,GRU,GRU,4,X,,,X,X,,X,0,0,16,18,18,GRU,0,0,0,0,0,J30Y274,HUB,HUB,BCM06,BCM06-7,YWM07,YWM07-7,TCJJM04,TCJJM04-8
LIMSCL,Corporate,LA2378,NB,LA2377,11/4/2024,11/10/2024,1..4567,320,328,J,LIM,12:05:00 a. m.,SCL,5:40:00 a. m.,W16Y156,3:35:00,1:05:00 a. m.,REG,LP,LIM,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEC,TRIP PEC,LIM-SSPY-0-CV-TRIP PEC,LIM,LIM,5,X,,,X,X,X,X,0,0,5,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04B,YNM04B-1,TCLPM01,TCLPM01-1
LIMBSB,Leisure,LA2403,NB,LA2402,11/4/2024,11/10/2024,1.345.7,320,328,J,LIM,12:05:00 a. m.,BSB,6:45:00 a. m.,W12Y162,4:40:00,2:25:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,5,X,,X,X,X,,X,0,0,5,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02,TCLPM02-1
SCLBOG,,LA0575,WB,LA0572,11/4/2024,1/31/2025,1234567,788,788,J,SCL,12:30:00 a. m.,BOG,4:40:00 a. m.,J30Y217,6:10:00,2:25:00 a. m.,REG,LA,SCL,No,No,CV,CV,CV,HD20,0,0,0,0,HLD0,SNA0,0,0,HLD2,HB00,BF00,0,SCL,SH,Yes,SH,TRIP BC,SCL-HD20-0-0-CV-TRIP BC,SCL,SCL,7,X,X,X,X,X,X,X,0,0,27,31,31,SCL,0,0,0,0,0,J30Y220,HUB,HUB,BCM04,BCM04-1,YWM05B,YWM05B-1,TCLAM02,TCLAM02-1
LIMCOR,Leisure,LA2365,NB,LA2364,11/4/2024,11/10/2024,123..67,320,328,J,LIM,12:30:00 a. m.,COR,6:05:00 a. m.,W8Y168,3:35:00,1:50:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,5,X,X,X,,,X,X,0,0,5,0,0,LIM,0,0,0,0,0,W12Y162,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM01,TCLPM01-1
MIALIM,,LA2698,WB,LA2699,11/4/2024,1/31/2025,1234567,767,76N,J,MIA,12:40:00 a. m.,LIM,6:25:00 a. m.,J20Y213,5:45:00,1:50:00 a. m.,LH,LP,MIA,No,No,CV,CV,CV,HD20,0,0,0,0,FHS0,0,0,0,HLD2,BF00,HB00,BF00,MIA,REPO,No,SH,TRIP BC,MIA-HD20-0-0-CV-TRIP BC,SCL,MIA,7,X,X,X,X,X,X,X,0,0,27,31,31,LIM,0,0,0,0,0,J20Y220,Caterer,Caterer,BCM04,BCM04-1,YWM05C,YWM05C-1,TCLPM03,TCLPM03-1
LIMASU,Leisure,LA1320,NB,LA1321,11/4/2024,11/10/2024,1.....7,319,319,J,LIM,1:00:00 a. m.,ASU,6:45:00 a. m.,W12Y126,3:45:00,1:50:00 a. m.,REG,PZ,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDE,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,2,X,,,,,,X,0,0,2,0,0,LIM,0,0,0,0,0,W12Y126,HUB,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCPZM02,TCPZM02-1
LIMLPB,Leisure,LA2401,NB,LA2400,11/4/2024,11/10/2024,12345.7,320,328,J,LIM,1:00:00 a. m.,LPB,3:55:00 a. m.,W12Y162,1:55:00,2:05:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,SS00,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,6,X,X,X,X,X,,X,0,0,6,0,0,LIM,TARJETA EQUIPAJE Y DIVISAS BOLIVIA,0,0,0,0,W12Y162,HUB,HUB,PCM02,PCM02-1,YNM02,YNM02-1,TCLPM01,TCLPM01-1
LIMVVI,Leisure,LA2407,NB,LA2406,11/4/2024,11/10/2024,1.....7,319,319,J,LIM,1:00:00 a. m.,VVI,4:45:00 a. m.,W12Y126,2:45:00,12:40:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,CSPY,0,SPM2,0,0,0,SS00,BF00,0,0,LIM,LR,Yes,0,0,0,0,0,2,X,,,,,,X,0,0,2,0,0,LIM,TARJETA EQUIPAJE Y DIVISAS BOLIVIA,0,0,0,0,W12Y126,HUB,HUB,PCM02,PCM02-1,YNM02,YNM02-1,TCLPM01,TCLPM01-1
CUNLIM,Leisure,LA2009,NB,LA2457,11/4/2024,11/7/2024,1234...,319,319,J,CUN,1:20:00 a. m.,LIM,6:30:00 a. m.,W8Y132,5:10:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,4,X,X,X,X,,,,0,0,4,0,0,LIM,0,0,0,0,0,W12Y126,Caterer,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02B,TCLPM02-1
SCLGRU,Corporate,LA8205,NB,LA8204,11/4/2024,11/17/2024,12..567,321,31R,J,SCL,1:40:00 a. m.,GRU,5:35:00 a. m.,W16Y200,3:55:00,3:00:00 a. m.,REG,JJ,SCL,No,No,CV,CV,CV,0,0,0,SSPY,0,HLD2,0,0,0,SS00,HB00,0,0,SCL,SH,No,PEC,TRIP PEC,SCL-SSPY-0-CV-TRIP PEC,SCL,SCL,5,X,X,,,X,X,X,0,0,10,0,0,GRU,TARJETA EMBARQUE - DESEMBARQUE BRASIL IN,0,0,0,0,W12Y206,HUB,HUB,PCM03,PCM03-1,YNM04B,YNM04B-1,TCJJM02,TCJJM02-2
PUJLIM,Leisure,LA2125,NB,LA2451,11/4/2024,11/10/2024,1.....7,320,328,J,PUJ,2:45:00 a. m.,LIM,6:40:00 a. m.,W8Y168,4:55:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,HLDE,HB00,BF00,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,2,X,,,,,,X,0,0,2,0,0,LIM,0,0,0,0,0,W12Y162,Station,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM02B,TCLPM02-1
EZELIM,Leisure,LA2119,NB,LA2376,11/4/2024,11/9/2024,1..456.,319,319,J,EZE,3:55:00 a. m.,LIM,6:45:00 a. m.,W12Y126,4:50:00,12:00:00 a. m.,REG,LP,LIM,Yes,Yes,CV,CV,CV,0,0,0,SSPY,0,HLDR,0,0,0,SS00,BF00,0,0,LIM,SH,Yes,PEL,TRIP PEL,LIM-SSPY-0-CV-TRIP PEL,LIM,LIM,4,X,,,X,X,X,,0,0,4,0,0,LIM,0,0,0,0,0,W12Y126,Station,HUB,PCM03,PCM03-1,YNM04,YNM04-1,TCLPM01B,TCLPM01B-1
